ProductKey,ProductSubcategoryKey,Weight Unit Measure Code,Size Unit Measure Code,ProductName,Cost,Color,Safety Stock Level,Reorder Point,List Price,Size,Size Range,Weight,Days To Manufacture,Product Line,Dealer Price,Class,Style,Model Name,Product Description,Start Date,End Date,Status
256,14,"LB ","CM ","LL Road Frame - Black, 60",176.20,Black,500,375,297.63,60,60-62 CM,2.48,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
257,14,"LB ","CM ","LL Road Frame - Black, 60",170.14,Black,500,375,306.56,60,60-62 CM,2.48,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
258,14,"LB ","CM ","LL Road Frame - Black, 60",204.63,Black,500,375,337.22,60,60-62 CM,2.48,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
259,14,"LB ","CM ","LL Road Frame - Black, 62",176.20,Black,500,375,297.63,62,60-62 CM,2.5,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
260,14,"LB ","CM ","LL Road Frame - Black, 62",170.14,Black,500,375,306.56,62,60-62 CM,2.5,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
261,14,"LB ","CM ","LL Road Frame - Black, 62",204.63,Black,500,375,337.22,62,60-62 CM,2.5,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
262,14,"LB ","CM ","LL Road Frame - Red, 44",181.49,Red,500,375,306.56,44,42-46 CM,2.32,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
263,14,"LB ","CM ","LL Road Frame - Red, 44",187.16,Red,500,375,337.22,44,42-46 CM,2.32,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
264,14,"LB ","CM ","LL Road Frame - Red, 48",181.49,Red,500,375,306.56,48,48-52 CM,2.36,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
265,14,"LB ","CM ","LL Road Frame - Red, 48",187.16,Red,500,375,337.22,48,48-52 CM,2.36,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
266,14,"LB ","CM ","LL Road Frame - Red, 52",181.49,Red,500,375,306.56,52,48-52 CM,2.4,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
267,14,"LB ","CM ","LL Road Frame - Red, 52",187.16,Red,500,375,337.22,52,48-52 CM,2.4,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
268,14,"LB ","CM ","LL Road Frame - Red, 58",181.49,Red,500,375,306.56,58,54-58 CM,2.46,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
269,14,"LB ","CM ","LL Road Frame - Red, 58",187.16,Red,500,375,337.22,58,54-58 CM,2.46,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
270,14,"LB ","CM ","LL Road Frame - Red, 60",181.49,Red,500,375,306.56,60,60-62 CM,2.48,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
271,14,"LB ","CM ","LL Road Frame - Red, 60",187.16,Red,500,375,337.22,60,60-62 CM,2.48,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
272,14,"LB ","CM ","LL Road Frame - Red, 62",181.49,Red,500,375,306.56,62,60-62 CM,2.5,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
273,14,"LB ","CM ","LL Road Frame - Red, 62",187.16,Red,500,375,337.22,62,60-62 CM,2.5,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
274,14,"LB ","CM ","ML Road Frame - Red, 44",352.14,Red,500,375,594.83,44,42-46 CM,2.22,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
275,14,"LB ","CM ","ML Road Frame - Red, 48",352.14,Red,500,375,594.83,48,48-52 CM,2.26,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
276,14,"LB ","CM ","ML Road Frame - Red, 52",352.14,Red,500,375,594.83,52,48-52 CM,2.3,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
277,14,"LB ","CM ","ML Road Frame - Red, 58",352.14,Red,500,375,594.83,58,54-58 CM,2.36,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
278,14,"LB ","CM ","ML Road Frame - Red, 60",352.14,Red,500,375,594.83,60,60-62 CM,2.38,1,"R ",356.898,"M ","U ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
279,14,"LB ","CM ","LL Road Frame - Black, 44",176.20,Black,500,375,297.63,44,42-46 CM,2.32,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
280,14,"LB ","CM ","LL Road Frame - Black, 44",170.14,Black,500,375,306.56,44,42-46 CM,2.32,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
281,14,"LB ","CM ","LL Road Frame - Black, 44",204.63,Black,500,375,337.22,44,42-46 CM,2.32,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
282,14,"LB ","CM ","LL Road Frame - Black, 48",176.20,Black,500,375,297.63,48,48-52 CM,2.36,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
283,14,"LB ","CM ","LL Road Frame - Black, 48",170.14,Black,500,375,306.56,48,48-52 CM,2.36,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
284,14,"LB ","CM ","LL Road Frame - Black, 48",204.63,Black,500,375,337.22,48,48-52 CM,2.36,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
285,14,"LB ","CM ","LL Road Frame - Black, 52",176.20,Black,500,375,297.63,52,48-52 CM,2.4,1,"R ",178.5808,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
286,14,"LB ","CM ","LL Road Frame - Black, 52",170.14,Black,500,375,306.56,52,48-52 CM,2.4,1,"R ",183.9382,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
287,14,"LB ","CM ","LL Road Frame - Black, 52",204.63,Black,500,375,337.22,52,48-52 CM,2.4,1,"R ",202.332,"L ","U ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
288,12,"LB ","CM ","HL Mountain Frame - Silver, 42",623.84,Silver,500,375,1204.32,42,42-46 CM,2.72,1,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
289,12,"LB ","CM ","HL Mountain Frame - Silver, 42",660.91,Silver,500,375,1240.45,42,42-46 CM,2.72,1,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
290,12,"LB ","CM ","HL Mountain Frame - Silver, 42",747.20,Silver,500,375,1364.50,42,42-46 CM,2.72,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
291,12,"LB ","CM ","HL Mountain Frame - Silver, 44",706.81,Silver,500,375,1364.50,44,42-46 CM,2.76,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
292,12,"LB ","CM ","HL Mountain Frame - Silver, 48",706.81,Silver,500,375,1364.50,48,48-52 CM,2.8,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
293,12,"LB ","CM ","HL Mountain Frame - Silver, 46",623.84,Silver,500,375,1204.32,46,42-46 CM,2.84,1,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
294,12,"LB ","CM ","HL Mountain Frame - Silver, 46",660.91,Silver,500,375,1240.45,46,42-46 CM,2.84,1,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
295,12,"LB ","CM ","HL Mountain Frame - Silver, 46",747.20,Silver,500,375,1364.50,46,42-46 CM,2.84,1,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
296,12,"LB ","CM ","HL Mountain Frame - Black, 42",617.03,Black,500,375,1191.17,42,42-46 CM,2.72,1,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
297,12,"LB ","CM ","HL Mountain Frame - Black, 42",653.70,Black,500,375,1226.91,42,42-46 CM,2.72,1,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
298,12,"LB ","CM ","HL Mountain Frame - Black, 42",739.04,Black,500,375,1349.60,42,42-46 CM,2.72,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
299,12,"LB ","CM ","HL Mountain Frame - Black, 44",699.09,Black,500,375,1349.60,44,42-46 CM,2.76,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
300,12,"LB ","CM ","HL Mountain Frame - Black, 48",699.09,Black,500,375,1349.60,48,48-52 CM,2.8,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
301,12,"LB ","CM ","HL Mountain Frame - Black, 46",617.03,Black,500,375,1191.17,46,42-46 CM,2.84,1,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
302,12,"LB ","CM ","HL Mountain Frame - Black, 46",653.70,Black,500,375,1226.91,46,42-46 CM,2.84,1,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
303,12,"LB ","CM ","HL Mountain Frame - Black, 46",739.04,Black,500,375,1349.60,46,42-46 CM,2.84,1,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
304,12,"LB ","CM ","HL Mountain Frame - Black, 38",617.03,Black,500,375,1191.17,38,38-40 CM,2.68,2,"M ",714.7043,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
305,12,"LB ","CM ","HL Mountain Frame - Black, 38",653.70,Black,500,375,1226.91,38,38-40 CM,2.68,2,"M ",736.1455,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
306,12,"LB ","CM ","HL Mountain Frame - Black, 38",739.04,Black,500,375,1349.60,38,38-40 CM,2.68,2,"M ",809.76,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
307,12,"LB ","CM ","HL Mountain Frame - Silver, 38",623.84,Silver,500,375,1204.32,38,38-40 CM,2.68,2,"M ",722.5949,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
308,12,"LB ","CM ","HL Mountain Frame - Silver, 38",660.91,Silver,500,375,1240.45,38,38-40 CM,2.68,2,"M ",744.2727,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
309,12,"LB ","CM ","HL Mountain Frame - Silver, 38",747.20,Silver,500,375,1364.50,38,38-40 CM,2.68,2,"M ",818.70,"H ","U ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
310,2,"LB ","CM ","Road-150 Red, 62",2171.29,Red,100,75,3578.27,62,60-62 CM,15,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
311,2,"LB ","CM ","Road-150 Red, 44",2171.29,Red,100,75,3578.27,44,42-46 CM,13.77,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
312,2,"LB ","CM ","Road-150 Red, 48",2171.29,Red,100,75,3578.27,48,48-52 CM,14.13,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
313,2,"LB ","CM ","Road-150 Red, 52",2171.29,Red,100,75,3578.27,52,48-52 CM,14.42,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
314,2,"LB ","CM ","Road-150 Red, 56",2171.29,Red,100,75,3578.27,56,54-58 CM,14.68,4,"R ",2146.962,"H ","U ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
315,2,"LB ","CM ","Road-450 Red, 58",884.71,Red,100,75,1457.99,58,54-58 CM,17.79,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
316,2,"LB ","CM ","Road-450 Red, 60",884.71,Red,100,75,1457.99,60,60-62 CM,17.9,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
317,2,"LB ","CM ","Road-450 Red, 44",884.71,Red,100,75,1457.99,44,42-46 CM,16.77,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
318,2,"LB ","CM ","Road-450 Red, 48",884.71,Red,100,75,1457.99,48,48-52 CM,17.13,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
319,2,"LB ","CM ","Road-450 Red, 52",884.71,Red,100,75,1457.99,52,48-52 CM,17.42,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
320,2,"LB ","CM ","Road-650 Red, 58",413.15,Red,100,75,699.10,58,54-58 CM,19.79,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
321,2,"LB ","CM ","Road-650 Red, 58",486.71,Red,100,75,782.99,58,54-58 CM,19.79,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
322,2,"LB ","CM ","Road-650 Red, 60",413.15,Red,100,75,699.10,60,60-62 CM,19.9,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
323,2,"LB ","CM ","Road-650 Red, 60",486.71,Red,100,75,782.99,60,60-62 CM,19.9,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
324,2,"LB ","CM ","Road-650 Red, 62",413.15,Red,100,75,699.10,62,60-62 CM,20,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
325,2,"LB ","CM ","Road-650 Red, 62",486.71,Red,100,75,782.99,62,60-62 CM,20,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
326,2,"LB ","CM ","Road-650 Red, 44",413.15,Red,100,75,699.10,44,42-46 CM,18.77,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
327,2,"LB ","CM ","Road-650 Red, 44",486.71,Red,100,75,782.99,44,42-46 CM,18.77,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
328,2,"LB ","CM ","Road-650 Red, 48",413.15,Red,100,75,699.10,48,48-52 CM,19.13,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
329,2,"LB ","CM ","Road-650 Red, 48",486.71,Red,100,75,782.99,48,48-52 CM,19.13,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
330,2,"LB ","CM ","Road-650 Red, 52",413.15,Red,100,75,699.10,52,48-52 CM,19.42,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
331,2,"LB ","CM ","Road-650 Red, 52",486.71,Red,100,75,782.99,52,48-52 CM,19.42,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
332,2,"LB ","CM ","Road-650 Black, 58",413.15,Black,100,75,699.10,58,54-58 CM,19.79,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
333,2,"LB ","CM ","Road-650 Black, 58",486.71,Black,100,75,782.99,58,54-58 CM,19.79,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
334,2,"LB ","CM ","Road-650 Black, 60",413.15,Black,100,75,699.10,60,60-62 CM,19.9,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
335,2,"LB ","CM ","Road-650 Black, 60",486.71,Black,100,75,782.99,60,60-62 CM,19.9,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
336,2,"LB ","CM ","Road-650 Black, 62",413.15,Black,100,75,699.10,62,60-62 CM,20,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
